Sentence,Topic scores,Assigned topic
"['Consistent', 'trend', ',', 'observed', 'lower', 'genetic', 'diversity', 'NF', '(', '0.28', ')', 'EF', '(', '0.30', ')', 'relative', 'CBD', '(', '0.35', ')', 'tropicals', '(', '0.34', ')', '.']","[0, 0, 0.39426258845865, 0, 0, 0.24499536920074041, 0.2542722739162107, 0, 0.31553294534834253, 0]",2
"['Linkage', 'disequilibrium', 'estimation', 'marker', 'density', 'required', 'association', 'study', 'genotyping', 'method', 'used', 'allow', 'u', 'estimate', 'LD', 'gene', 'level', 'obtained', '[', '85', ']', 'adequate', 'reveal', 'LD', 'structure', 'genome', 'level', 'considering', 'wide', 'diversity', 'line', '(', 'tropicals', ',', 'Corn', 'Belt', 'Dents', ',', 'Northern', 'European', 'Flints', ')', '.']","[0, 0, 0.8507947452204255, 0, 0.10261156974481207, 0, 0.10261156974481207, 0, 0.11707949043035432, 0]",2
"['LD', 'unlinked', 'distant', 'polymorphism', 'globally', '(', 'quantile', '95', '%', '1025', 'different', 'low', 'panel', 'chromosome', ')', ',', 'however', ',', 'notable', 'exception', 'centro-', 'meric', 'region', 'chromosome', '1', ',', '5', ',', '8', 'additional', 'region', ',', 'like', 'extremity', 'chromosome', '10', '(', 'Figure', '1', ')', '.']","[0.6648845278090254, 0, 0.26638076183023107, 0, 0, 0, 0, 0, 0, 0]",0
"['Correction', 'population', 'structure', '(', 'r2', ')', 'clearly', 'removed', 'long', 'distance', 'LD', '(', 'Figure', '1', ',', 'Figure', 'S15', 'Text', 'S1', ')', ',', 'especially', 'LD', 'among', 'centromere', 'different', 'chromosome', '.']","[0.17034900278684997, 0, 1.0422306536946104, 0, 0, 0.17810575961366343, 0, 0, 0, 0]",2
"['pair', 'marker', 'located', 'different', 'chromosome', 'still', 'presented', 'r2', '0.2', '.']","[0.2923232652178548, 0, 0.5776335918173079, 0, 0.24239764339132724, 0, 0.24239764339132724, 0, 0, 0]",4
"['could', 'suggest', 'perfectly', 'correct', 'measure', 'structure', 'effect', 'alternative', 'approach', 'calculating', 'r2', 'v', 'considered', '.']","[0, 0, 0.4309674647578927, 0, 0, 0.21053532282570128, 0, 0, 0, 0]",3
"['Alternatively', ',', 'LD', 'unlinked', 'locus', 'may', 'due', 'locus', 'involved', 'common', 'function', 'subjected', 'joint', 'selection', 'pressure', '.']","[0, 0, 0.19272844088534669, 0, 0, 0, 0.35889940559901307, 0, 0.19084846051461926, 0]",8
"['relatedness', 'corrects', '[', '34', ']', 'closely', 'linked', 'polymorphism', ',', 'observed', 'rapid', 'decrease', 'r2', 'value', 'physical', 'distance', 'SNPs', 'increased', '.']","[0, 0, 0.2069841196784829, 0, 0, 0.18395777194388108, 0, 0, 0.18395777194388108, 0]",2
"['fitted', 'LD', 'value', 'obtained', 'non-linear', 'model', '[', '53', ']', 'average', 'obtained', 'distance', 'class', 'approach', 'close', '.']","[0, 0, 0.6364190313538949, 0, 0, 0.1983488168242277, 0.18412416997893505, 0, 0.1983488168242277, 0]",2
"['suggests', 'Hill', 'Weir', 'model', '[', '53', ']', ',', 'taking', 'account', 'sample', 'size', 'mutation', 'rate', ',', 'realistic', 'Sved', 'model', '[', '52', ']', 'hypothesised', 'size', 'panel', 'equal', 'effective', 'population', 'size', ',', 'panel', 'undergone', 'selection', 'mutation', 'recombination', 'rate', 'constant', 'along', 'genome', '.']","[0, 0, 0.0981569107380515, 0, 0, 0, 0.20086127841723522, 0, 0.10766450218206765, 0]",6
"['According', 'Hill', 'Weir', 'model', ',', 'LD', 'dropped', '0.1', '200', 'kb', 'genome', 'level', 'dropped', 'almost', 'background', 'level', 'around', '500', 'kb-1', 'Mb', '.']","[0, 0, 0.29091167958300235, 0, 0, 0, 0.1412227699199815, 0, 0, 0]",2
"['value', 'range', 'reported', 'literature', 'different', 'type', 'panel', '[', '85,86,87,88', ']', 'illustrates', 'linkage', 'disequi-', 'librium', 'maize', 'markedly', 'increased', 'result', 'domestication', '[', '1', ']', 'genetic', 'improvement', '[', '2,74,89', ']', '.']","[0, 0.11586364151930384, 0.1288148037504487, 0, 0, 0.140389747002615, 0.11586364151930384, 0.1957558380994017, 0.140389747002615, 0]",2
"['observed', 'extent', 'LD', 'varied', 'among', 'chromosome', ',', 'i.e', '.']","[0.34175671944488034, 0, 0.3500499527607919, 0, 0, 0, 0, 0, 0, 0]",2
"['100', 'kb', 'average', 'along', 'chromosome', '1', ',', '140', '200', 'kb', 'average', 'along', 'chromosome', '5', ',', '6', ',', '3', '7', ',', '200', '300', 'kb', 'along', 'chromosome', '9', ',', '2', ',', '4', ',', '10', '8', ',', 'suggests', 'Genome', 'Scan', 'Flowering', 'Time', 'Adaptation', 'Maize', 'different', 'selection', 'pressure', 'involved', '.']","[0.5854642329810882, 0.2964932729324948, 0.11471926744377284, 0, 0, 0, 0.3176386350824856, 0, 0.3391149729471001, 0]",2
"['Note', 'ranking', 'apparently', 'varies', 'among', 'population', '[', '74,89', ']', '.']","[0, 0.3780287601004401, 0, 0, 0, 0, 0, 0.33698130965161643, 0, 0]",7
"['Extracting', 'variation', 'due', 'population', 'structure', 'much', 'change', 'trend', ',', 'average', 'decrease', 'around', '150', 'kb', 'instead', '198', 'kb', '.']","[0, 0, 0.17202856448522066, 0, 0, 0, 0, 0, 0, 0]",2
"['noticed', 'correction', 'r2', 'r2', 'estimator', 'generally', 'le', 'marked', 'Vitis', 'vinifera', '[', '34', ']', '.']","[0, 0, 0.43030917311664096, 0, 0, 0, 0, 0, 0, 0]",2
"['suggests', 'maize', 'genetic', 'group', 'considered', 'study', 'le', 'differentiated', 'group', 'grape', 'variety', 'corresponding', 'different', 'us', '(', 'table', 'vs.', 'wine', 'production', ')', '.']","[0, 0.14313261250250356, 0.48369442094344617, 0, 0, 0.32456253843026656, 0.14313261250250356, 0, 0, 0]",2
"['Visualization', 'LD', 'sliding', 'window', '(', '1', 'Mb', ')', 'approach', '(', 'Figure', 'S11', ')', '.']","[0, 0, 0.5108472391434999, 0, 0, 0, 0, 0, 0, 0]",2
"['revealed', 'high', 'variation', 'along', 'chromosome', 'trend', 'higher', 'LD', 'centromere', ',', 'confirmed', 'general', 'expected', 'given', 'low', 'recombination', 'rate', 'region', '[', '31,36', ']', '.']","[0.3561558686880793, 0, 0.1815436818134395, 0, 0, 0, 0, 0, 0, 0]",2
"['especially', 'noteworthy', 'chromosome', '7', ',', '8', '10', '.']","[0.35002741623107464, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
"['noted', ',', 'according', 'LD', 'diversity', 'profile', ',', 'position', 'centromere', 'chromosome', '5', 'obtained', '[', '66', ']', 'recorded', 'MaizeGDB', 'probably', 'realistic', '(', 'maizegdb.org', ')', '(', 'Figure', 'S11', ',', 'S12', ')', '.']","[0.3349117938585506, 0, 0.6191950770221875, 0, 0, 0, 0, 0, 0, 0]",0
"['FastPHASE', 'algorithm', ',', 'observed', 'one', 'predominant', 'ancestral', 'haplotype', 'shared', '67', '%', 'line', 'centromeric', 'region', ',', 'contrast', 'rest', 'genome', ',', 'presented', 'balanced', 'frequency', 'ancestral', 'haplotype', ',', 'predominant', 'one', 'shared', '53', '%', 'line', '.']","[0.11835538999348191, 0, 0.10842211937528001, 0, 0, 0, 0, 0.17707767112812314, 0, 0]",3
"['probability', 'haplotype', 'switch', 'one', 'SNP', 'another', 'computed', 'FastPHASE', 'also', 'lower', 'region', '.']","[0.25846410510293644, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Interpreting', 'probability', 'recombination', 'rate', 'could', 'questioned', '[', '55', ']', ',', ',', 'overall', ',', 'result', 'consistent', 'hypothesis', 'centromere', 'undergone', 'le', 'recombination', 'since', 'domestication', 'compared', 'rest', 'genome', '.']","[0, 0, 0.1447890261986181, 0, 0.18669347318773696, 0, 0, 0, 0, 0]",2
"['could', 'due', 'mechanical', 'obstacle', 'recombination', 'gene', 'flow', 'vicinity', 'centromere', 'and/or', 'region', 'preferentially', 'occur', 'selection', 'force', '[', '78,90,91,92', ']', '.']","[0.1645475051347095, 0, 0, 0, 0, 0, 0, 0.24075180951057537, 0.16533804899843163, 0]",7
"['High', 'differentiation', 'rate', ',', 'indicating', 'selection', 'force', ',', 'indeed', 'observed', 'centromere', 'chromosome', '3', ',', '5', ',', '6', '8', '(', 'FST', '0.22', ',', '0.21', ',', '0.25', ',', '0.31', ',', 'respectively', ',', 'compared', '0.16', 'average', 'genome', ')', '.']","[0.1762997008376447, 0, 0.16302557262501027, 0, 0, 0, 0, 0, 0.41455413751019954, 0]",2
"['Differentiation', 'centromeric', 'region', 'also', 'observed', '[', '1', ']', 'panel', 'included', 'wild', 'relative', '.']","[0.280526172247285, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['explain', '10', '%', 'polymorphism', 'detected', 'peak', 'LD', 'outside', 'centromere', 'suggested', 'different', 'local', 'history', 'recombination', '[', '78', ']', 'highlighted', 'putative', 'selective', 'event', 'involved', 'flowering', 'time', 'adaptive', 'trait', '.']","[0.2547155693466278, 0, 0.15175487686975242, 0, 0, 0, 0.4271776860866999, 0.2188176053602051, 0.2547155693466278, 0]",6
"['highest', 'local', 'LD', 'observed', 'Su1', '[', '93,94,95,96', ']', ',', 'Tga1', '[', '97', ']', 'Bt2', 'chromosome', '4', ',', 'region', 'involved', 'carbohydrate', 'metabolism', '[', '98,99', ']', 'known', 'played', 'key', 'role', 'maize', 'domestication', '.']","[0.27286779430602104, 0.11422481205142981, 0.13908916960740056, 0, 0.3821304886393151, 0, 0.11422481205142981, 0, 0, 0]",5
"['Generally', ',', 'r2', '0.10', 'considered', 'minimum', 'LD', 'value', 'needed', 'detect', 'association', 'complex', 'trait', '.']","[0, 0, 0.4802180069649777, 0, 0, 0.22544151250303723, 0.2574717528914896, 0, 0.4347154170970939, 0]",5
"['reasoning', 'based', 'large', 'effect', 'QTL', 'explains', '10', '%', 'phenotypic', 'variation', '(', 'h2', 'q', '=', '0.1', ')', ',', 'rather', 'high', 'expectation', 'according', 'present', 'knowledge', ',', 'also', 'discussed', 'Van', 'Inghelandt', 'et', 'al', '.']","[0, 0.31233766459994655, 0, 0.20031212110925511, 0, 0.15921523144660432, 0, 0.31233766459994655, 0, 0.31233766459994655]",9
"['[', '89', ']', '.']","[0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0]",7
"['Detection', 'QTLs', 'marker', '(', 'r2', '=', '0.1', ')', 'thus', '1', '%', '(', 'r2|h2', 'q', ')', 'phenotypic', 'variation', 'could', 'considered', 'minimum', 'acceptable', 'power', 'panel', 'size', 'classically', 'used', 'plant', '(', 'generally', 'several', 'hundred', 'individ-', 'uals', ')', '[', '100', ']', '.']","[0, 0.22634277362811522, 0.4563833292232939, 0.17729711794593267, 0.12118516240264927, 0, 0.12118516240264927, 0, 0, 0]",4
"['QTLs', 'explain', 'le', '10', '%', 'phenotypic', 'variation', 'would', 'require', 'higher', 'LD', 'and/or', 'higher', 'panel', 'size', 'achieve', 'power', '[', '101', ']', '.']","[0, 0, 0.18106120504753842, 0, 0, 0, 0, 0.30437688004964153, 0, 0]",8
"['Given', 'LD', 'decrease', 'value', 'obtained', 'study', 'considering', 'size', 'maize', 'genome', 'around', '2.5', '109', 'bp', '[', '102', ']', ',', 'average', 'r2', '0.1', '0.3', 'adjacent', 'marker', 'would', 'expected', 'using', '10450', '(', 'Table', '2', ')', '75000', 'marker', 'evenly', 'distributed', 'across', 'genome', '.']","[0, 0.11913952166997532, 0.963398039286581, 0, 0.23489337122069134, 0.14435906800386314, 0.35403289289066664, 0.21390740609522196, 0.14435906800386314, 0]",2
"['50K', 'Illumina', 'array', 'sufficient', 'obtain', 'global', 'r2', ',', 'better', 'reflects', 'power', 'association', 'genetics', 'considering', 'population', 'structure', '[', '34', ']', ',', '0.1', '0.3', '.']","[0, 0, 0.37375827212555335, 0.19631336594283563, 0, 0, 0, 0, 0.16865834799118945, 0]",2
"['would', 'therefore', 'require', '100000', 'marker', 'higher', 'density', 'PLOS', 'ONE', '|', 'www.plosone.org', '12', 'August', '2013', '|', 'Volume', '8', '|', 'Issue', '8', '|', 'e71377', 'chromosome', '1', ',', '5', '6', '(', 'Table', '2', ')', '.']","[1.5654874575951647, 0, 0.15337093499254242, 0, 0.15337093499254242, 0, 0.15337093499254242, 0, 0, 0.2187223328411051]",0
"['slightly', 'lower', 'density', 'would', 'required', 'work', 'specific', 'genetic', 'group', '(', 'dent', 'flint', ',', 'exemple', ',', 'see', '[', '89', ']', ')', '.']","[0, 0, 0.38308230643994123, 0, 0, 0.19341798108959604, 0, 0.28822695750437055, 0, 0]",2
"['However', ',', 'given', 'LD', 'variation', 'along', 'chromosome', ',', 'fact', 'r2', 'account', 'bias', 'due', 'relatedness', ',', 'higher', 'marker', 'density', 'would', 'preferable', '.']","[0.2068136812480622, 0, 0.6204981508112192, 0, 0.17149216268590534, 0, 0.17149216268590534, 0, 0, 0]",6
"['Association', 'genetics', 'colocalisation', 'QTLs', 'gene', 'involved', 'flowering', 'time', 'generally', 'difficult', 'determine', 'suitable', 'significance', 'threshold', 'GWAS', 'study', '.']","[0.31223261737013897, 0, 0, 0.20000645164797112, 0, 0, 0.31223261737013897, 0, 0.4840637994219466, 0]",8
"['Approaches', 'Bonferroni', 'FDR', 'account', 'LD', 'marker', 'therefore', 'generally', 'stringent', '.']","[0, 0, 0.44505726742053486, 0, 0.1991102483912604, 0, 0.1991102483912604, 0, 0, 0]",4
"['Moreover', ',', 'high', 'genetic', 'variance', 'estimate', 'obtained', 'lmm', '(', '34', '%', ')', 'difficult', 'interpret', 'biologically', 'may', 'resulted', 'confusion', 'estimation', 'fixed', 'effect', 'variance', 'random', 'effect', ',', 'i.e', '.']","[0, 0, 0.3143619617431375, 0, 0, 0.3128880857735127, 0, 0, 0, 0]",0
"['random', 'effect', 'putatively', 'deflated', 'LD', 'marker', 'tested', 'fixed', 'effect', 'distant', 'marker', 'associated', 'variation', 'trait', '.']","[0, 0, 0.5026875178775398, 0, 0.31075841016803524, 0.3838582154190091, 0.5288766075029638, 0, 0, 0]",4
"['hand', ',', 'genetic', 'variance', 'estimated', 'lm', 'may', 'underestimated', 'confounding', 'effect', 'structure', 'marker', 'effect', ',', 'confirmed', 'high', 'differentiation', 'rate', 'observed', 'locus', '.']","[0, 0, 0.49073476245405756, 0, 0.14991910677404752, 0.3703692572785413, 0.3223447561473192, 0, 0, 0]",2
"['real', 'genetic', 'variance', 'probably', 'intermediate', '.']","[0, 0, 0.288324805746968, 0, 0, 0, 0, 0, 0, 0]",6
"['colinearity', 'marker', 'genetic', 'group', 'family', 'related', 'material', 'probably', 'also', 'explains', 'highest', 'absolute', 'effect', 'corresponded', 'marker', 'extreme', 'frequency', '(', 'Figure', '3', ')', '.']","[0, 0, 0.8001483224669602, 0, 0.2926866781837101, 0.3490808030012993, 0.2926866781837101, 0, 0, 0]",0
"['Individual', 'association', 'signal', 'therefore', 'examined', 'light', 'association', 'independent', 'experiment', 'and/or', 'biological', 'functional', 'information', '.']","[0, 0, 0, 0, 0, 0, 0, 0.3320980705792811, 0.36496115019728714, 0]",7
"['report', 'information', 'marker', 'associated', 'flowering', 'trait', 'P-value,1025', '(', 'Table', 'S8', ')', ',', 'highlighting', 'marker', 'P-value,1027', '(', 'Table', '3', ')', ',', 'represents', 'break', 'point', 'logarithm', 'cumulative', 'P-value', 'curve', '.']","[0.1148466121516579, 0, 0.2264295468325404, 0, 0.2264295468325404, 0.41747229620930987, 0.500204776722244, 0, 0.5323189083609677, 0]",4
"['multi-locus', 'analysis', 'FFLW8', 'showed', 'nine', 'first', 'marker', 'added', 'model', 'significant', '(', 'P-value,1023', ')', 'conditionally', 'previous', 'model', 'last', 'one', 'enter', 'model', '(', 'P-', 'value,0.05', ')', '29th', '.']","[0, 0, 0.13059430139508454, 0, 0.13059430139508454, 0.3210388022111937, 0.914057694089307, 0, 0.3210388022111937, 0]",6
"['augmentation', 'P-values', 'relative', 'observed', 'individual', 'test', 'suggests', 'colinearity', 'exists', 'flowering', 'time', 'QTLs', 'beyond', 'expected', 'considering', 'relatedness', 'population', 'structure', '.']","[0.3161939204191242, 0, 0.17470195208720468, 0, 0, 0, 0.3161939204191242, 0, 0.3161939204191242, 0]",2
"['possibly', 'due', 'differential', 'selection', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0.38131958600648536, 0]",4
"['However', ',', 'main', 'QTLs', 'detected', 'single', 'marker', 'analysis', 'remained', 'significant', 'multi-locus', 'analysis', ',', 'confirmed', 'effect', '.']","[0, 0, 0.17192803500255185, 0, 0.17192803500255185, 0.21237072445083857, 0.6148533119624849, 0, 0, 0]",6
"['fact', 'AIC', 'continued', 'decrease', '71', 'marker', 'included', 'model', 'confirms', 'numerous', 'region', 'involved', '.']","[0.20522192686951193, 0, 0.168583266968579, 0, 0.168583266968579, 0, 0.36093626420711433, 0, 0, 0]",0
"['Interestingly', ',', 'multi-locus', 'analysis', 'also', 'highlighted', 'several', 'case', 'linked', 'marker', 'entered', 'model', '.']","[0, 0, 0.18836147903284034, 0, 0.18836147903284034, 0, 0.619920522894353, 0, 0, 0]",0
"['suggests', 'several', 'SNP', 'marker', 'necessary', 'region', 'tag', 'allelic', 'series', 'gradient', 'effect', '(', 'see', '[', '4,32', ']', ')', 'haplotype', 'based', 'model', 'considered', 'investigation', '.']","[0.18458371642604954, 0, 0.15162963538536042, 0, 0.15162963538536042, 0.1872975254706281, 0.3246385903132327, 0, 0, 0]",2
"['case', 'particular', 'ZCN8', 'region', 'chromosome', '8', '(', 'see', ')', ',', 'centromeric', 'additional', 'region', 'chromosome', '8', ',', 'two', 'region', 'chromosome', '2', 'one', 'chromosome', '5', '(', 'see', 'Table', 'S8', ')', '.']","[1.1315205249694493, 0, 0, 0, 0, 0, 0, 0, 0, 0.19710018323373407]",0
"['significant', 'association', 'study', 'found', '5000', 'bp', 'ZCN8', 'closest', 'marker', 'gene', '50K', 'Illumina', 'array', '.']","[0, 0, 0.18267426002735732, 0, 0.18267426002735732, 0, 0.4431860728108486, 0, 0.20843077765922552, 0.2697030082915133]",6
"['position', '8', 'Mb', 'Vgt1', '1', 'Mb', 'marker', 'found', 'associated', 'NAM', 'population', '[', '4', ']', '.']","[0, 0, 0.20697547184295745, 0, 0.20697547184295745, 0, 0.20697547184295745, 0, 0.3180911931936118, 0]",2
"['association', 'higher', 'reported', 'Vgt1', 'Mite', 'panel', '[', '21', ']', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1.1133299547839934, 0]",8
"['large', 'family', '25', 'homologues', 'Arabidopsis', 'FT', 'locus', ',', 'i.e', '.']","[0, 0, 0, 0, 0, 0, 0.25595373537467386, 0, 0.35886332708436824, 0]",0
"['ZCN', 'gene', ',', 'recently', 'described', 'maize', ',', 'suggesting', 'maize', 'like', 'Arabidopsis', 'contains', 'FT-related', 'protein', 'act', 'florigen', '[', '17', ']', '.']","[0, 0.282103106119674, 0, 0, 0, 0, 0.282103106119674, 0, 0, 0.23067621577479025]",9
"['question', 'remains', 'maize', 'ZCN', 'gene', 'role', 'similar', 'Arabidopsis', 'FT.', 'confirmed', 'Genome', 'Scan', 'Flowering', 'Time', 'Adaptation', 'Maize', 'ZCN8', ',', 'similar', 'homologue', 'Arabidopsis', 'FT', ',', 'major', 'effect', 'flowering', 'time', 'variation', '.']","[0.4291279451024095, 0.20996219276483657, 0.11540780048313595, 0, 0, 0.12783328996619928, 0.639090137867246, 0, 0.4291279451024095, 0.15279334936332017]",9
"['knowledge', 'clearest', 'evidence', 'reported', 'involvement', 'gene', 'natural', 'variation', 'flowering', 'time', 'maize', '.']","[0.38164908371814965, 0.5219971194617206, 0, 0, 0, 0, 0.5683809882671071, 0, 0.38164908371814965, 0]",1
"['expression', 'function', 'already', 'examined', '[', '14', ']', '.']","[0, 0, 0, 0, 0, 0, 0, 0.9917074774871111, 0, 0]",7
"['teosinte', ',', 'requires', 'short-day', 'photoperiods', 'induce', 'flowering', ',', 'showed', 'ZCN8', 'highly', 'upregulated', 'leaf', 'inductive', 'photoperiods', '.']","[0.12779834493638895, 0, 0, 0, 0, 0, 0.12779834493638895, 0, 0.12779834493638895, 0.1860024122322847]",9
"['le', 'prominent', 'increase', 'detected', 'temperate', 'maize', '.']","[0, 0.2391560262684203, 0, 0, 0, 0, 0.2391560262684203, 0, 0, 0]",0
"['QTLs', 'region', 'chromosome', '8', 'highlighted', 'numerous', 'study', 'meta', 'analysis', 'concluded', 'presence', 'two', 'meta', 'QTLs', '(', 'green', 'blue', 'zone', '[', '22', ']', ',', 'Figure', '3', ')', '.']","[0.31998494147112394, 0, 0.15709172031197807, 0, 0, 0, 0, 0, 0, 0]",4
"['‘', '‘', 'blue', 'zone', '’', '’', ',', 'Vgt1', 'cloned', 'map', 'based', 'approach', 'confirmed', 'numerous', 'association', 'mapping', 'including', 'present', 'panel', ',', 'therefore', 'panel', ',', 'unambiguous', 'position', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0.36910434855857727, 0]",8
"['result', 'positioned', 'Vgt2', 'ZCN8', ',', 'outside', 'close', 'zone', 'proposed', '[', '22', ']', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2683558543918534]",0
"['suggests', 'meta', 'QTL', 'analysis', 'useful', 'describe', 'number', 'QTLs', 'underlying', 'variation', 'flowering', 'time', ',', 'caution', 'necessary', 'respect', 'exact', 'position', 'estimation', '.']","[0.29188747256833103, 0, 0, 0.21878887650220427, 0, 0, 0.29188747256833103, 0, 0.29188747256833103, 0]",5
"['Association', 'study', 'whole', 'genome', 'scan', 'described', 'considerable', 'interest', 'refining', 'position', '.']","[0, 0, 0.23342399991192955, 0, 0, 0, 0, 0, 0.2388310852645804, 0]",0
"['‘', '‘', 'green', 'zone', '’', '’', ',', 'developmental', 'process', 'found', 'additional', 'association', 'and/or', 'trace', 'selection', 'vicinity', 'ZCN4', ',', 'ZCN7', 'expression', 'analysis', 'demonstrated', 'involvement', '[', '17', ']', ',', 'ZCN15', 'homologue', 'rice', 'Hd3', 'according', '[', '103', ']', 'ZCN21', ',', 'thus', 'suggesting', 'could', 'involved', 'flowering', 'time', 'variation', '.']","[0.21835918625059925, 0, 0, 0, 0, 0, 0.21835918625059925, 0, 0.46735433676731786, 0.17472325660818822]",6
"['also', 'confirmed', ',', 'association', 'study', 'approach', ',', 'Dfl1', 'nearby', 'polymorphism', 'involved', 'flowering', 'time', 'variation', '.']","[0.4070740261896714, 0, 0, 0, 0, 0, 0.4070740261896714, 0, 0.6310993432494815, 0]",5
"['Dfl1', 'known', 'regulate', 'flowering', 'time', 'shoot', 'apical', 'region', 'mutant', 'exhibit', 'le', 'severe', 'flowering', 'time', 'defect', 'compared', 'ID1', '[', '18', ']', '.']","[0.6958235464606433, 0, 0, 0, 0, 0, 0.5379075414512879, 0, 0.5379075414512879, 0]",0
"['found', 'many', 'association', 'close', 'regulation', 'factor', ',', 'binding', 'site', ',', 'kinase', 'protein', '(', 'Table', '3', ')', ',', 'consistent', 'fact', 'trait', 'variation', 'may', 'controlled', 'non-genic', 'region', 'regulating', 'gene', 'expression', '[', '104', ']', '.']","[0.15063165462544295, 0, 0, 0, 0, 0, 0.17370245475527235, 0, 0.3790937020734041, 0]",8
"['broader', 'integration', 'biological', 'informa-', 'tion', 'annotation', 'regulatory', 'element', 'gene', 'pathway', 'would', 'great', 'value', 'gaining', 'insight', 'control', 'flowering', 'time', '.']","[0.2673146682645129, 0, 0, 0, 0, 0.158476660312436, 0.2673146682645129, 0, 0.4257913285769489, 0]",1
"['Divergent', 'pattern', 'diversity', 'trace', 'selection', 'colocalise', 'flowering', 'time', 'QTLs', '[', '105', ']', '.']","[0.3997212285597559, 0, 0.2325045291391403, 0, 0, 0, 0.3997212285597559, 0, 0.6355448103842339, 0]",8
"['fact', 'progressive', 'migration', 'maize', 'tropic', 'temperate', 'environment', 'shaped', 'adaptive', 'trait', 'like', 'flowering', 'time', 'led', 'allelic', 'differentiation', 'among', 'group', 'due', 'selection', 'demographic', 'event', 'phenotype', 'distribution', 'match', 'genetic', 'structure', 'make', 'difficult', 'distinguish', 'neutral', 'locus', 'versus', 'locus', 'control', 'adaptive', 'trait', 'like', 'flowering', 'time', '.']","[0.3644290314151982, 0.08915326934119877, 0.3008754838165423, 0, 0, 0.1010804277963927, 0.902489762065577, 0, 0.47193015140676464, 0]",6
"['Association', 'genetics', 'lead', 'many', 'false', 'positive', 'structure', 'included', 'model', ',', 'differential', 'allelic', 'fixation', 'key', 'causal', 'polymorphism', 'site', 'reduces', 'capacity', 'detect', 'association', 'population', 'structure', 'included', 'covariate', '.']","[0, 0, 0.2611116897247117, 0.15136233281277822, 0, 0, 0.13003964797653877, 0, 0.26007929595307755, 0]",6
"['therefore', 'used', 'selection', 'test', 'complement', 'association', 'genetics', 'detect', 'locus', 'level', 'differentiation', 'among', 'group', '.']","[0, 0, 0.22929420245869891, 0.26477361758624696, 0, 0.22929420245869891, 0.22929420245869891, 0, 0.47133359456995777, 0]",2
"['presented', 'significant', 'Standard', 'selection', 'test', 'approach', 'consist', 'finding', 'putative', 'advantageous', 'mutation', 'spread', 'rapidly', 'within', 'population', ',', 'eliminating', 'variation', 'linked', 'site', '.']","[0, 0, 0, 0, 0, 0, 0.18223601896681893, 0, 0.15630575092123636, 0]",9
"['locus', 'detected', 'comparing', 'locus', 'specific', 'differentiation', 'distribution', 'differentiation', 'rate', 'simulated', 'demographic', 'hypotheses/', 'scenario', 'infinite', 'island', 'hierarchical', 'model', '.']","[0, 0, 0, 0, 0, 0, 0.4405557088225007, 0, 0, 0]",0
